iter	RMSE
0	0.16303938
1	0.1564522771
2	0.150238504
3	0.1444050312
4	0.1389444679
5	0.133795171
6	0.1289647066
7	0.1244429323
8	0.1202100326
9	0.116268104
10	0.1125821238
11	0.1091481268
12	0.1059335731
13	0.1029471068
14	0.1001730897
15	0.09759948789
16	0.09520115699
17	0.09298327079
18	0.09093242826
19	0.08905251236
20	0.08731622698
21	0.08571089882
22	0.0842110068
23	0.08285658352
24	0.0816010914
25	0.08047843552
26	0.07942710035
27	0.07845363513
28	0.07756138373
29	0.07676495575
30	0.07601711977
31	0.07535129943
32	0.07472592515
33	0.07416572131
34	0.0736392475
35	0.07316298931
36	0.07272726174
37	0.07232340461
38	0.07195299296
39	0.07161589671
40	0.0713124918
41	0.07103084688
42	0.07077656456
43	0.07055058828
44	0.07033646958
45	0.07014244352
46	0.06996727535
47	0.06979862375
48	0.06964508961
49	0.06950611018
50	0.06937739431
51	0.06926135873
52	0.06915490393
53	0.06905799372
54	0.06896047242
55	0.06887273318
56	0.06879944242
57	0.06872856544
58	0.06865673614
59	0.06859762149
60	0.06853957648
61	0.06848988793
62	0.06843821385
63	0.06838848006
64	0.06834274516
65	0.0682998786
66	0.06825976075
67	0.06822702714
68	0.06819508112
69	0.06816289698
70	0.06813353384
71	0.06810161034
72	0.06807718625
73	0.0680541391
74	0.06803043601
75	0.06800455847
76	0.06798227033
77	0.06796481969
78	0.06794579148
79	0.06792242
80	0.06790535869
81	0.06788940433
82	0.06787007769
83	0.06785412647
84	0.06783254965
85	0.0678176555
86	0.06779925448
87	0.06778675717
88	0.06777497842
89	0.06776447337
90	0.06774864947
91	0.06773850458
92	0.06772687768
93	0.0677162585
94	0.06770823435
95	0.06769363896
96	0.06768045863
97	0.06767062784
98	0.06766269541
99	0.067654573
100	0.06764874831
101	0.06763578688
102	0.06762940855
103	0.06762259223
104	0.06761622221
105	0.0676043701
106	0.06759351669
107	0.06758754752
108	0.06757638165
109	0.06757070232
110	0.06756414995
111	0.06755796525
112	0.06754661977
113	0.06754211388
114	0.06753802803
115	0.06753285609
116	0.06752828636
117	0.06752386694
118	0.06751976579
119	0.06751046413
120	0.0675070631
121	0.06749898992
122	0.0674950754
123	0.06749101996
124	0.06748605423
125	0.06748288881
126	0.06747909052
127	0.06747507559
128	0.06747182726
